group,x,y
high_lines,61.41463372,31.03937506
high_lines,68.93436947,31.61989309
high_lines,63.06524386,34.23574659
high_lines,72.27252287,67.64444379
high_lines,75.35988197,75.42161458
high_lines,72.83362587,72.11469381
high_lines,70.81041484,79.35046183
high_lines,45.80193476,81.65826775
high_lines,45.83502017,82.74259199
high_lines,40.07880645,80.24718526
high_lines,51.9829247,82.20438347
high_lines,57.33790605,84.99951887
high_lines,62.33623276,83.2465679
high_lines,58.50591009,81.74558634
high_lines,56.24793514,83.51394949
high_lines,55.40652083,80.26667197
high_lines,53.28396884,84.26359922
high_lines,44.67676155,80.23828555
high_lines,30.01126425,68.14675637
high_lines,29.74525392,74.40452683
high_lines,37.30994835,72.5861552
high_lines,61.13594691,82.53756936
high_lines,61.72061919,85.70569345
high_lines,63.60937986,83.36002884
high_lines,70.72371623,87.15220752
high_lines,75.00639264,82.42583516
high_lines,75.09254978,83.43739071
high_lines,70.32792918,82.0293547
high_lines,70.86333083,79.40817475
high_lines,75.77990482,79.88619942
high_lines,78.09365907,77.75955818
high_lines,76.74576122,71.97336009
high_lines,78.46460344,69.74930082
high_lines,76.74568485,70.04405726
high_lines,85.16168219,65.51240471
high_lines,91.80835257,34.96559448
high_lines,91.88744859,34.76925386
high_lines,92.24840166,32.37715443
high_lines,91.78253274,34.38429465
high_lines,96.08051937,28.0536005
high_lines,92.24789883,28.07075149
high_lines,57.66227662,24.06060793
high_lines,59.84692489,26.17771249
high_lines,64.06709621,27.77650056
high_lines,60.9815014,23.93429816
high_lines,59.96705791,26.80258322
high_lines,62.70745411,21.99550858
high_lines,69.1952352,22.70979217
high_lines,65.59236265,20.6941731
high_lines,64.61709853,22.44314555
high_lines,59.19115913,17.76790181
high_lines,55.83963137,21.61856967
high_lines,59.00075862,21.17100749
high_lines,56.45937113,25.14456421
high_lines,52.35810536,19.41705412
high_lines,51.81166378,17.0334946
high_lines,54.22284562,19.50366554
high_lines,49.0187554,23.48927402
high_lines,35.6535812,17.51450806
high_lines,46.96578576,16.78920162
high_lines,49.58423926,16.75791601
high_lines,51.85629997,21.96908401
high_lines,55.95288863,16.7897576
high_lines,51.66378626,19.9251252
high_lines,45.85966932,17.12890368
high_lines,39.74037952,18.74105141
high_lines,52.81122164,17.85498812
high_lines,56.78910436,17.30611552
high_lines,54.11453178,17.67353439
high_lines,55.57111973,17.36957458
high_lines,65.3064625,18.19735483
high_lines,66.99074915,17.22287065
high_lines,72.15671894,16.81427479
high_lines,70.9805804,17.15575228
high_lines,72.22208221,19.3692817
high_lines,79.70015835,20.74021837
high_lines,64.24916065,14.91396246
high_lines,66.94329143,20.1891325
high_lines,66.94167666,18.24350939
high_lines,39.64826665,22.73136637
high_lines,37.94978369,26.52174923
high_lines,86.50439056,34.89402529
high_lines,50.81548536,78.95083881
high_lines,51.18346666,85.12885465
high_lines,40.86385523,82.9261453
dots,51.14791671,90.86741233
dots,50.51712581,89.10239459
dots,50.2074802,85.4600474
dots,50.06948192,83.05766953
dots,50.56284634,82.93782178
dots,50.2885278,82.97525357
dots,25.58347508,82.91489113
dots,25.48358339,82.92908498
dots,25.4435257,82.8742005
dots,25.56511342,82.92409777
dots,25.92884427,82.82118411
dots,27.55147826,51.48738653
dots,27.53046637,51.41484656
dots,27.09557036,52.07679944
dots,27.43924961,51.71207905
dots,27.87826426,50.70890793
dots,27.33886892,51.65304675
dots,27.67840297,51.18198917
dots,52.63565768,51.41855226
dots,52.02521411,52.12301105
dots,52.88116479,50.62155476
dots,52.95260731,50.07473901
dots,52.52055249,51.5024421
dots,52.34282206,51.86195209
dots,51.92759021,52.25779061
dots,52.71377449,51.19794432
dots,50.44380279,82.94182882
dots,50.21669503,83.75234297
dots,52.18418011,51.97525067
dots,52.79209735,51.07339565
dots,52.58971986,51.3380902
dots,52.02884867,52.1768375
dots,52.72924658,51.20176505
dots,52.88431329,50.44143545
dots,52.50930089,51.41620515
dots,50.86268433,17.14563109
dots,50.89149225,17.14132373
dots,25.8551276,17.08190869
dots,26.02564455,16.92501353
dots,27.89317272,50.66196341
dots,27.63996794,51.39909748
dots,27.8926589,50.79528152
dots,52.79773294,50.68603709
dots,27.58063881,51.52476126
dots,26.49139853,17.40539097
dots,25.98531782,17.20372213
dots,26.20141928,17.09382391
dots,25.85756947,17.11384266
dots,50.70468436,17.02374454
dots,50.81197535,17.11492526
dots,50.56484556,17.07777732
dots,50.93930391,16.98102188
dots,50.45885484,17.03857897
dots,52.90136407,50.69056272
dots,52.68495344,51.29446922
dots,52.50008894,51.59435617
dots,51.83563726,52.33576553
dots,76.9954121,52.04552865
dots,77.31060048,51.74673004
dots,77.92604434,50.31866042
dots,77.25438834,51.46182482
dots,76.2431578,52.12368985
dots,77.08448437,51.9671367
dots,75.2280532,82.98566202
dots,50.65835477,83.11447934
dots,50.20336581,82.98265686
dots,50.9295477,82.84604113
dots,50.17867185,83.18462233
dots,50.42269806,82.90990147
dots,50.46422483,82.93532841
dots,50.44927033,83.96992038
dots,49.92838028,82.99366549
dots,50.48801364,83.09951912
dots,49.96490538,83.7083177
dots,50.75210826,82.9019501
dots,27.42242921,51.43887623
dots,27.6740834,51.30411215
dots,27.53739532,51.59365408
dots,52.26334738,94.24932783
dots,51.73728166,92.97911753
dots,75.87096369,88.38644174
dots,75.24432621,83.90349738
dots,75.19829529,83.46230334
dots,75.70104153,82.91945886
dots,75.47933966,82.88405139
dots,75.19456687,82.93211578
dots,74.82025396,82.96238879
dots,75.16434049,83.03499717
dots,75.26335555,82.9452793
dots,77.75641893,51.15177033
dots,77.95443505,50.47557897
dots,77.08333777,52.15779927
dots,76.06355025,52.10465206
dots,77.68201632,51.16563781
dots,76.87808198,51.8675623
dots,76.94850272,51.90751654
dots,77.86405471,49.66254553
dots,75.77145009,17.11125121
dots,52.33156913,51.87886035
dots,52.59281837,51.39159152
dots,50.47704772,17.04828941
dots,75.29647509,17.01565319
dots,75.57395413,17.06219214
dots,75.40052716,17.04110689
dots,75.87099084,17.13489391
dots,75.60588476,17.06772306
dots,75.89557705,17.16994971
dots,75.7465632,17.10571651
dots,75.14234148,16.75492389
dots,50.66177956,17.07814052
dots,50.69985064,17.08518438
dots,50.91894087,17.14760476
dots,50.72525854,16.90746981
dots,51.26387123,17.16234971
dots,51.25091965,17.24045586
dots,50.78515721,17.18019648
dots,50.50139658,17.10577072
dots,50.73367454,16.99296341
dots,50.71137854,17.08831585
dots,50.8127449,16.57271805
dots,51.01423296,17.22109553
dots,50.35352141,17.06474308
dots,50.43552957,17.0651685
dots,50.63098196,17.07652235
dots,51.0668072,17.20885971
dots,50.79235473,17.20421434
dots,50.55127806,17.08465518
dots,50.55975806,17.09388377
dots,75.32597855,15.77189199
dots,75.04472578,17.00426226
dots,75.28708772,16.17493491
dots,75.23996998,17.03184749
dots,75.1524592,17.0049424
dots,75.96184009,16.69484223
dots,75.44806251,17.04514941
dots,75.75938382,16.94292965
dots,50.3782623,16.94627981
dots,50.53363501,17.01958137
dots,77.50090732,50.16698595
dots,50.69112419,87.51396042
dots,49.99039495,83.99735692
dots,50.12718203,82.99075
circle,55.99303015,79.2772637
circle,50.03225379,79.0130712
circle,51.28845866,82.43593984
circle,51.17053689,79.16529411
circle,44.37791453,78.164628
circle,45.01027007,77.88086312
circle,48.55981672,78.7883706
circle,42.14226829,76.88063455
circle,41.02697157,76.40958846
circle,34.57530901,72.72484118
circle,31.16860072,69.24542132
circle,32.64425407,70.73255503
circle,26.66664565,62.98097121
circle,26.45926233,62.63467337
circle,25.53800765,60.63023611
circle,26.32071119,62.39628112
circle,26.16338746,62.0268149
circle,25.21379046,60.2733986
circle,26.85952956,63.14183467
circle,31.76066917,69.79765539
circle,39.79329057,75.80796422
circle,45.61743919,78.11997023
circle,53.77146068,79.30293164
circle,56.45143367,79.24710702
circle,66.0937202,77.01781826
circle,56.92583942,79.20631862
circle,58.98825385,78.91725896
circle,57.90226605,79.08086782
circle,64.81286696,77.48693892
circle,60.34979352,78.72944587
circle,48.89055576,16.80654352
circle,47.54950635,17.07140452
circle,30.88943083,26.32903723
circle,28.97283572,29.05046892
circle,35.16136075,22.78684965
circle,45.87036917,17.48939337
circle,32.83142061,24.79753815
circle,39.48557479,20.03305005
circle,33.44618293,24.19064341
circle,21.86358128,46.05259335
circle,25.16587084,35.76661395
circle,22.95947898,51.28770679
circle,25.58605524,60.84658336
circle,26.31431007,33.2971681
circle,33.03730125,24.56446249
circle,36.46888948,21.87611447
circle,26.5135531,32.91874982
circle,36.02709121,22.19543854
circle,42.68104041,18.5425362
circle,45.04107713,17.73451773
circle,47.35241646,17.13474543
circle,53.84619403,16.3873181
circle,55.12963938,16.35324687
circle,52.18811996,16.41821747
circle,58.67266308,16.66337243
circle,82.1443116,33.19522187
circle,75.68657114,24.74151039
circle,85.3449645,52.88641987
circle,83.84465351,58.61606023
circle,85.66476066,45.54275277
circle,77.93100493,68.69006188
circle,73.03183302,73.12057473
circle,70.1028045,75.68320685
circle,57.14469469,79.19410259
circle,46.96246199,78.666559
circle,50.56493381,79.07729855
circle,53.71967657,79.30693617
circle,54.20023232,79.32500234
circle,47.87519834,78.67585343
circle,51.47345851,79.159867
circle,52.75122222,79.29365993
circle,48.562223,78.78238353
circle,53.08124169,79.29725077
circle,56.47538337,79.1678401
circle,49.57091141,79.03812388
circle,37.6277033,74.55750434
circle,32.26370009,70.3166389
circle,32.54238034,70.70241721
circle,52.82501719,85.57813388
circle,58.52828954,78.97870425
circle,56.26583426,79.25293949
circle,57.07589242,79.19392254
circle,54.25640238,79.31386485
circle,62.68567125,78.17474327
circle,68.08560586,76.1123175
circle,65.11812196,77.39918845
circle,68.7456313,75.79005545
circle,63.09022514,78.0414095
circle,77.20458932,69.31214977
circle,82.03390848,62.68186979
circle,81.57794592,63.8949255
circle,85.18014328,53.78167666
circle,84.28682499,57.25616809
circle,85.62248671,45.02416586
circle,85.60449902,50.76233791
circle,84.42478583,38.76141016
circle,85.57098508,44.56009644
circle,84.6267242,39.48707751
circle,73.39615493,22.81624794
circle,73.50744773,22.85698876
circle,63.35648811,17.72406884
circle,72.95904687,22.51149983
circle,64.02084165,17.88358125
circle,61.12446324,17.11635336
circle,75.67420733,24.78250097
circle,69.51358316,20.27935789
circle,58.57213547,16.64270381
circle,70.98194099,21.1458881
circle,65.2230304,18.39719512
circle,65.31504391,18.3337483
circle,64.01024068,17.92447819
circle,57.14093593,16.59861054
circle,56.36515326,16.32654637
circle,43.04618324,18.40255939
circle,52.08175556,16.45387453
circle,42.87903652,18.48941103
circle,51.5669948,16.48571364
circle,58.83912512,16.63763522
circle,60.75578914,17.03323151
circle,54.76115612,16.3661891
circle,53.569905,16.33971255
circle,48.91461824,16.79863708
circle,52.64613731,16.38483638
circle,49.83849299,16.67633028
circle,52.6840664,16.40796278
circle,65.80721903,18.14076495
circle,60.67392092,17.05180236
circle,63.39471287,17.70053514
circle,64.80200945,18.21687863
circle,65.02593981,18.2878245
circle,65.75555154,18.51621583
circle,69.96773412,20.53898878
circle,68.89278402,20.03244884
circle,61.82654656,17.26965545
circle,60.78797008,17.04620486
circle,61.91560964,17.28219122
circle,45.02899753,17.7244473
circle,39.92136281,19.70184953
circle,84.79427788,55.56865037
circle,55.66295874,83.35647962
circle,50.49224751,78.99753207
circle,51.46710114,79.20184458
bullseye,51.20389114,83.33977661
bullseye,58.9744699,85.49981761
bullseye,51.87207267,85.82973763
bullseye,48.17993079,85.04511674
bullseye,41.6832004,84.0179406
bullseye,37.8904155,82.567493
bullseye,39.54897369,80.81260177
bullseye,39.64957388,82.66453387
bullseye,34.75059705,80.01109099
bullseye,27.56083529,72.84782559
bullseye,24.63553998,71.61071483
bullseye,20.95946481,66.04149838
bullseye,20.68914905,62.72130521
bullseye,19.28820474,62.06305936
bullseye,20.02450057,61.34262387
bullseye,35.469523,43.11588495
bullseye,36.89432765,47.70655597
bullseye,39.05554978,55.54697371
bullseye,46.95708015,65.24040739
bullseye,37.31045274,45.2587509
bullseye,40.009672,60.98658251
bullseye,48.01438668,65.71281959
bullseye,53.70377593,66.38948204
bullseye,63.06749989,64.03500046
bullseye,62.04803251,63.84586325
bullseye,59.83996671,64.47676444
bullseye,55.16094182,65.23730817
bullseye,61.27978658,65.7664025
bullseye,60.83491753,64.60376971
bullseye,61.52059065,64.79185504
bullseye,36.91654386,41.09524744
bullseye,38.50219967,41.56715562
bullseye,48.66437073,30.68066685
bullseye,50.2852524,30.33792211
bullseye,42.27633267,34.52763612
bullseye,54.03177562,29.67234831
bullseye,37.32935526,39.60204231
bullseye,41.38952255,37.29605623
bullseye,40.07466666,34.6236852
bullseye,35.34968062,47.14107313
bullseye,34.76370042,47.62479992
bullseye,37.02662945,44.46229305
bullseye,36.45556953,40.79184303
bullseye,35.53766421,48.72938687
bullseye,20.40894789,32.20303042
bullseye,23.49571047,25.32246815
bullseye,29.55754336,21.36477746
bullseye,33.00823391,15.98507146
bullseye,53.98039918,29.35098671
bullseye,52.2343086,29.71167299
bullseye,59.50307661,30.66967394
bullseye,41.16378107,34.31575825
bullseye,48.99304012,32.03035884
bullseye,59.26928032,29.64070177
bullseye,45.469177,33.83119273
bullseye,62.69126654,30.29037383
bullseye,73.42867087,48.57785513
bullseye,70.84642611,52.28225333
bullseye,71.53901985,45.52180616
bullseye,67.62086589,38.00655847
bullseye,72.47095256,51.12213482
bullseye,64.81223756,62.81091559
bullseye,60.85367987,65.49914703
bullseye,67.78949616,61.36370155
bullseye,41.60955727,83.84868656
bullseye,53.00302532,84.6747986
bullseye,54.71417106,84.04312807
bullseye,44.29166872,82.90944121
bullseye,49.19172196,85.87622912
bullseye,53.10138178,84.54765869
bullseye,51.59984815,84.81982149
bullseye,54.37972195,84.24035555
bullseye,46.4807681,83.51821167
bullseye,53.17465627,84.26056799
bullseye,45.27200294,85.23707942
bullseye,36.03340215,53.37168776
bullseye,28.27119417,72.84023126
bullseye,25.05480608,71.54859792
bullseye,64.758887,82.31522364
bullseye,63.14452748,85.23669633
bullseye,50.42467869,85.17474759
bullseye,70.64499626,82.43091876
bullseye,63.14904908,83.94685535
bullseye,62.82402452,84.96618595
bullseye,70.23686952,82.17115106
bullseye,70.04273524,80.38502135
bullseye,72.57062345,80.97121843
bullseye,75.13071604,79.98409314
bullseye,83.29390573,70.77843179
bullseye,79.66426228,73.93230972
bullseye,88.43210253,64.624247
bullseye,89.11555901,64.00150664
bullseye,89.09219763,57.76819305
bullseye,91.72600577,52.62335326
bullseye,91.73553876,48.97021089
bullseye,91.50788817,53.31265209
bullseye,88.2390019,31.47743488
bullseye,88.5305192,30.47603101
bullseye,55.36516034,30.44585028
bullseye,62.56025887,30.44713567
bullseye,58.00666912,30.2537213
bullseye,55.06711799,29.0115352
bullseye,61.61477596,29.99439119
bullseye,68.54314354,35.65783217
bullseye,77.70610965,20.30426019
bullseye,68.453046,13.03552859
bullseye,68.25720644,12.38463915
bullseye,70.25547467,13.25038497
bullseye,65.04432528,11.00084148
bullseye,60.09224661,11.87211171
bullseye,52.99202897,9.906668483
bullseye,50.14462898,12.21154309
bullseye,46.50861419,11.20713449
bullseye,43.80703196,11.31894489
bullseye,57.81785469,10.94514243
bullseye,50.94049266,9.691547134
bullseye,63.49732308,11.91406917
bullseye,50.01648295,11.93385209
bullseye,58.63676508,11.97472107
bullseye,54.73028909,11.41288267
bullseye,65.8755478,11.73243636
bullseye,57.06098271,9.920560854
bullseye,46.81990795,10.49465268
bullseye,38.35939487,13.43132262
bullseye,47.31541578,12.85345178
bullseye,55.05191654,11.94998862
bullseye,50.51596026,9.765591622
bullseye,49.67741465,10.38313251
bullseye,67.28065952,14.12865153
bullseye,66.17301826,12.03791702
bullseye,61.08854414,10.08453441
bullseye,66.05308577,13.38022601
bullseye,72.66998927,15.23422594
bullseye,61.5034725,10.82841448
bullseye,68.99502863,13.99431053
bullseye,78.24991617,17.88324091
bullseye,36.48198057,15.16276009
bullseye,50.96774838,29.67977429
bullseye,91.19105361,46.67434284
bullseye,55.86376849,85.33648676
bullseye,49.2805948,84.04882283
bullseye,43.36850154,84.3321772
slant_up,47.69520089,95.24118693
slant_up,44.60997591,93.07583503
slant_up,43.85638148,94.08587177
slant_up,41.5789294,90.30356654
slant_up,49.17741856,96.61053245
slant_up,42.65225098,90.56063973
slant_up,30.12333182,81.14429533
slant_up,31.91551999,79.79041349
slant_up,27.88771936,75.44557599
slant_up,27.54823445,75.16475905
slant_up,20.20977816,67.5166421
slant_up,24.44345283,54.47365512
slant_up,24.63083013,53.3957389
slant_up,21.0379689,49.82929965
slant_up,27.10624293,54.71955315
slant_up,28.08961766,60.51221255
slant_up,31.13573492,61.43191271
slant_up,37.70083752,68.41840528
slant_up,43.3926884,43.59759407
slant_up,51.26239748,49.66650513
slant_up,43.28671292,43.05686032
slant_up,55.90591623,54.25267253
slant_up,50.19895895,52.22502959
slant_up,55.76158737,54.03051724
slant_up,58.32313965,60.03105916
slant_up,70.17145753,70.28222124
slant_up,60.60027647,59.75330888
slant_up,63.76027502,61.18564117
slant_up,54.38949526,53.81190123
slant_up,55.24129699,52.59357463
slant_up,49.07012675,48.89694468
slant_up,46.01811902,46.25772337
slant_up,44.75958744,41.97460661
slant_up,51.60062413,50.03246689
slant_up,36.46588202,35.52418761
slant_up,33.39479873,35.01680131
slant_up,37.58007157,38.8315722
slant_up,36.61972206,36.81141411
slant_up,36.16346644,33.8193142
slant_up,33.16775703,31.24774117
slant_up,42.64498293,40.15432164
slant_up,47.22502527,44.57564662
slant_up,48.392363,50.33152856
slant_up,27.2451932,29.81950745
slant_up,30.40431434,29.07953992
slant_up,30.08079929,27.58802552
slant_up,33.98063397,35.03305815
slant_up,34.25061176,34.44158657
slant_up,51.14118357,20.61832378
slant_up,49.89959207,19.56408354
slant_up,55.58987734,26.29924511
slant_up,55.48205636,22.82746624
slant_up,63.57293938,32.93861761
slant_up,59.02507708,28.32208588
slant_up,62.42377859,33.48659529
slant_up,47.8499077,48.55662465
slant_up,52.26856168,52.8052402
slant_up,68.85102158,39.57343427
slant_up,65.67639603,35.10931543
slant_up,77.74688511,47.37182411
slant_up,80.35293412,47.80029889
slant_up,60.33758649,63.03495933
slant_up,61.65872333,64.10002348
slant_up,71.54503899,72.65771633
slant_up,49.04095664,77.36258327
slant_up,51.88688802,80.11360769
slant_up,57.96898144,85.35604573
slant_up,54.85566465,83.78339767
slant_up,54.13319546,83.79399608
slant_up,51.30882526,80.13639116
slant_up,61.12039438,88.70405291
slant_up,55.56386503,85.81037514
slant_up,55.04412336,83.54141063
slant_up,50.44418532,78.19588831
slant_up,43.827709,71.04705221
slant_up,37.79143238,66.85464103
slant_up,29.29278311,59.79199693
slant_up,32.19209695,60.20065091
slant_up,51.43393552,99.25686729
slant_up,67.46413981,95.99996391
slant_up,65.15070528,92.50263374
slant_up,65.5834277,93.51706094
slant_up,69.28897314,99.57959113
slant_up,81.26944055,80.63594493
slant_up,78.57574484,76.81570309
slant_up,74.1867735,74.34420415
slant_up,72.62220941,74.52696565
slant_up,75.14151959,73.81966846
slant_up,75.16866784,73.90044488
slant_up,85.32420289,55.38857883
slant_up,84.0905076,56.30196801
slant_up,86.25622382,55.83093038
slant_up,92.54879332,42.90190791
slant_up,90.34263451,37.7803861
slant_up,85.8191629,37.57138618
slant_up,90.44181811,40.13311342
slant_up,92.01755908,39.91793113
slant_up,95.26052784,46.00883027
slant_up,41.2902998,42.31155241
slant_up,66.43132432,36.53610974
slant_up,63.98634689,32.71343161
slant_up,61.26968209,29.38572405
slant_up,60.74938919,28.05173634
slant_up,64.65523056,16.61227651
slant_up,68.63828071,18.5080129
slant_up,65.77666516,16.78765607
slant_up,71.13412634,19.38595753
slant_up,63.7231835,14.5214212
slant_up,73.00149407,24.07381254
slant_up,72.4366575,20.57834511
slant_up,68.41276712,19.91312654
slant_up,52.85831502,20.235061
slant_up,53.52995267,24.24191558
slant_up,50.75974105,18.0893946
slant_up,42.53480844,10.16986846
slant_up,41.53039785,13.39629075
slant_up,46.71451799,15.61327447
slant_up,48.45061765,16.21227822
slant_up,59.63261012,7.058037199
slant_up,61.61856825,13.41082272
slant_up,48.83398913,17.72595587
slant_up,45.34265319,13.90881239
slant_up,42.41501229,11.6937811
slant_up,58.93476506,9.369201219
slant_up,60.68362604,10.63264156
slant_up,54.81179837,6.569648703
slant_up,61.58684243,11.02758584
slant_up,59.71600776,11.51909686
slant_up,58.41638401,5.645777483
slant_up,59.24380953,10.54014209
slant_up,56.59436464,8.917344045
slant_up,68.49251322,17.98736343
slant_up,65.00594317,15.91266865
slant_up,63.92103671,15.62096103
slant_up,53.51297054,5.875109528
slant_up,57.83280627,9.222384623
slant_up,31.03291744,28.92814189
slant_up,31.33324409,32.53856948
slant_up,86.40154985,38.74693317
slant_up,47.44211164,98.18430186
slant_up,46.26474134,94.11619216
slant_up,40.16381574,87.44867235
slant_down,52.87202149,97.34322266
slant_down,59.01414449,93.57487487
slant_down,56.37510904,96.30514763
slant_down,37.83919968,94.3594435
slant_down,39.88537342,90.63466208
slant_down,44.07740513,84.1258533
slant_down,31.49702549,67.91256216
slant_down,25.95259655,73.03318035
slant_down,36.43472391,62.29404546
slant_down,24.99748269,75.44156166
slant_down,32.24627514,70.11058684
slant_down,18.10947229,53.70811033
slant_down,21.79609923,49.49952952
slant_down,24.15049107,47.18853353
slant_down,28.6031956,44.2237227
slant_down,20.93199968,51.64623549
slant_down,35.43553253,34.96103816
slant_down,44.37738282,57.68473692
slant_down,46.31369241,55.68559177
slant_down,46.38607392,51.00216454
slant_down,42.49544009,56.90368153
slant_down,44.30051503,58.13295928
slant_down,46.98828335,55.42063673
slant_down,52.42152316,47.86700549
slant_down,64.09099819,68.65098501
slant_down,63.01687176,68.22525891
slant_down,67.30257792,64.41346272
slant_down,67.22595689,62.47641053
slant_down,50.30998872,47.26788186
slant_down,45.41263892,53.87079769
slant_down,54.02060718,47.26989721
slant_down,49.84202225,50.57655229
slant_down,50.71329957,48.77228678
slant_down,55.04555491,45.98627275
slant_down,37.54370126,32.88402447
slant_down,39.79589781,28.44321912
slant_down,28.52339102,39.79666625
slant_down,31.399646,39.26526322
slant_down,39.24156522,33.36141668
slant_down,27.71405657,42.25005163
slant_down,32.96070352,35.82311129
slant_down,35.40473624,31.9391622
slant_down,51.64222642,50.83834068
slant_down,34.20762084,33.59380544
slant_down,36.52348922,35.67104839
slant_down,28.41920213,21.31574825
slant_down,26.16049694,23.04223147
slant_down,40.4353274,27.64007114
slant_down,44.54495531,27.36224262
slant_down,40.1237272,30.07316194
slant_down,42.18480645,28.57367473
slant_down,40.00265929,27.48751
slant_down,57.12523105,42.73901914
slant_down,60.37574497,41.356458
slant_down,55.10589613,46.14905106
slant_down,61.73727102,38.58484401
slant_down,55.74124432,46.65357698
slant_down,58.29640842,41.58319773
slant_down,57.04254822,42.41875774
slant_down,76.77561121,55.2545987
slant_down,71.88707726,59.26699262
slant_down,73.78837307,58.62081212
slant_down,75.13968473,54.24455218
slant_down,64.59631891,65.95251293
slant_down,46.90953863,85.60226116
slant_down,46.9051032,81.56564241
slant_down,49.80698774,82.08502559
slant_down,48.86324182,83.15835749
slant_down,66.7481899,84.00483417
slant_down,62.35976628,90.24365992
slant_down,47.3748965,83.47155552
slant_down,47.44646672,82.62212401
slant_down,53.38528063,78.87113626
slant_down,49.45270777,79.9306028
slant_down,54.80268254,75.36398499
slant_down,37.08824513,60.8572275
slant_down,32.37596192,68.51082046
slant_down,37.47701388,63.78868557
slant_down,52.4066489,96.42541501
slant_down,50.29704327,99.64417917
slant_down,61.56332438,89.86413886
slant_down,61.08656039,89.22435565
slant_down,59.2364904,91.48110058
slant_down,66.15400509,84.11193703
slant_down,67.23133478,85.05564081
slant_down,73.70990687,78.2706109
slant_down,76.58045136,72.89153368
slant_down,78.87658116,71.56252768
slant_down,77.44900214,72.44730949
slant_down,86.85370735,65.54332402
slant_down,79.8065313,52.72317979
slant_down,76.98827347,54.2027848
slant_down,79.4793575,49.14101545
slant_down,82.30415956,46.99090362
slant_down,90.70069125,41.46670301
slant_down,95.44348781,36.18970161
slant_down,94.99748805,35.09530111
slant_down,91.51784725,36.89026313
slant_down,62.29264219,40.02953331
slant_down,59.20347561,41.27067767
slant_down,65.25639277,32.85410412
slant_down,62.4447425,35.41499923
slant_down,72.46240629,27.62426383
slant_down,69.91942626,29.31109272
slant_down,77.76285908,23.49137356
slant_down,72.7784102,26.90053537
slant_down,65.19831667,33.02717179
slant_down,69.45985889,30.19703151
slant_down,59.31505552,12.35431367
slant_down,51.48771336,20.84361069
slant_down,57.11244755,15.32178517
slant_down,50.22441782,19.17096988
slant_down,50.43386119,18.53487085
slant_down,56.3803054,14.78845971
slant_down,54.8635046,14.00961192
slant_down,45.49985765,3.985426293
slant_down,49.93674531,21.59009692
slant_down,53.80987292,17.76641445
slant_down,59.85267828,9.039949921
slant_down,48.17565679,19.52121535
slant_down,50.74171907,17.83840561
slant_down,58.4597613,14.14866285
slant_down,50.11459752,1.741461713
slant_down,45.42038208,5.372408995
slant_down,51.3532682,0.303872421
slant_down,53.09170442,19.29003045
slant_down,58.94316654,11.61287779
slant_down,59.31099042,10.57213637
slant_down,68.22219866,1.133880366
slant_down,62.51177199,7.491232483
slant_down,69.38005636,1.488132333
slant_down,82.80024787,18.52937624
slant_down,85.16033218,15.01836954
slant_down,67.0958477,0.601490942
slant_down,62.30775057,5.749974719
slant_down,59.97041505,7.913310474
slant_down,39.91163517,32.14402261
slant_down,39.59650098,32.13613173
slant_down,95.5934164,33.2341294
slant_down,52.77228811,99.61347168
slant_down,53.17861445,98.60386119
slant_down,37.62705346,93.06067295
wide_lines,65.81554009,95.58837406
wide_lines,65.67226516,91.93340181
wide_lines,39.00271645,92.26183816
wide_lines,37.7953028,93.53245536
wide_lines,35.51390059,89.59919011
wide_lines,39.21945291,83.54348184
wide_lines,31.58820139,77.02805242
wide_lines,32.65777825,80.1138613
wide_lines,31.64159927,77.61083319
wide_lines,30.98714261,63.94402803
wide_lines,27.43963221,65.74446296
wide_lines,30.57836994,65.52194547
wide_lines,28.80940164,59.62100447
wide_lines,27.93951858,50.98506213
wide_lines,33.84994979,46.28447445
wide_lines,32.62846305,54.06372049
wide_lines,32.43865009,49.90301949
wide_lines,35.83829208,53.35148834
wide_lines,37.14204292,49.74198795
wide_lines,34.64454677,54.44410778
wide_lines,35.6754047,49.62564335
wide_lines,64.99458547,49.46217283
wide_lines,66.12914983,61.64371789
wide_lines,65.79065188,55.94537372
wide_lines,67.50178061,60.85022747
wide_lines,67.62951422,61.42910607
wide_lines,63.91006406,62.97233493
wide_lines,66.54935797,67.72558866
wide_lines,64.05154171,48.82009398
wide_lines,68.19328958,46.54354081
wide_lines,65.2783892,44.82035293
wide_lines,34.99766139,28.63299394
wide_lines,33.92376617,53.55868852
wide_lines,66.00445437,52.68466915
wide_lines,37.02325625,32.11848168
wide_lines,34.69827009,36.47535413
wide_lines,34.86344417,30.93927452
wide_lines,31.09006508,32.38375472
wide_lines,34.92130615,35.41843805
wide_lines,30.34336118,32.52456317
wide_lines,35.48332887,44.49163493
wide_lines,33.23491043,38.50248372
wide_lines,35.43994362,47.79751769
wide_lines,33.87350952,37.05602845
wide_lines,28.5641378,34.62639972
wide_lines,31.31954867,31.66399053
wide_lines,30.79617438,23.51903436
wide_lines,34.23335543,22.4959116
wide_lines,36.63078771,31.47683126
wide_lines,34.5486191,26.11108787
wide_lines,37.5196356,29.26760589
wide_lines,62.42569733,34.04420627
wide_lines,64.32038379,31.78562948
wide_lines,65.44553251,43.27349919
wide_lines,64.32563159,41.61597638
wide_lines,65.2643382,35.71754478
wide_lines,66.38870418,38.84474434
wide_lines,68.19142282,45.16948648
wide_lines,68.54066245,48.43852634
